,movie_id,title,content_type,genre_primary,genre_secondary,release_year,duration_minutes,rating,language,country_of_origin,imdb_rating,production_budget,box_office_revenue,number_of_seasons,number_of_episodes,is_netflix_original,added_to_platform,content_warning
162,movie_0163,Bright War,Movie,Comedy,movie_0034,2015,85.0,TV-PG,English,USA,5.7,503735.0,58761541.0,movie_0034,movie_0034,0,2021-01-10,1
163,movie_0164,Quest Ice,Movie,Romance,Western,1995,111.0,TV-14,English,USA,movie_0034,2398917.0,35707634.0,movie_0034,movie_0034,0,2021-01-13,0
164,movie_0165,Bright Day,Movie,Action,Sci-Fi,2018,91.0,G,English,Germany,7.6,456624.0,82210.0,movie_0034,movie_0034,0,2023-11-21,0
165,movie_0166,Mystery Princess,TV Series,Western,movie_0034,2012,66.0,TV-G,English,USA,3.3,movie_0034,movie_0034,10.0,54.0,1,2024-02-03,0
166,movie_0167,Battle Night,TV Series,Adventure,movie_0034,2010,37.0,TV-MA,Italian,USA,movie_0034,movie_0034,movie_0034,9.0,178.0,0,2021-06-26,0
167,movie_0168,Love Love,Movie,Crime,Mystery,1997,103.0,G,English,USA,6.9,5781768.0,movie_0034,movie_0034,movie_0034,1,2023-02-13,0
168,movie_0169,Storm Day,TV Series,Western,movie_0034,1998,53.0,TV-PG,English,Canada,6.9,movie_0034,movie_0034,13.0,81.0,0,2025-01-20,0
169,movie_0170,Phoenix Love,Movie,Horror,movie_0034,1997,537.0,R,English,South Korea,6.1,431570.0,6675003.0,movie_0034,movie_0034,0,2024-03-10,1
170,movie_0171,Dream Warrior,Movie,Biography,movie_0034,1994,110.0,TV-14,English,USA,1.4,3768477.0,11316045.0,movie_0034,movie_0034,0,2021-05-21,0
171,movie_0172,My Story,Movie,Horror,movie_0034,1993,94.0,TV-Y,Spanish,USA,10.0,5064920.0,11553135.0,movie_0034,movie_0034,0,2023-09-10,0
172,movie_0173,Little Dragon,Stand-up Comedy,Sci-Fi,History,2002,58.0,TV-Y,Hindi,Canada,7.2,movie_0034,movie_0034,movie_0034,movie_0034,1,2022-02-04,0
173,movie_0174,City Battle,TV Series,Thriller,movie_0034,2020,50.0,TV-Y7,Spanish,France,movie_0034,movie_0034,movie_0034,7.0,78.0,0,2023-11-06,0
174,movie_0175,Fire Day,Movie,Fantasy,movie_0034,2002,137.0,TV-G,German,USA,8.9,365831.0,movie_0034,movie_0034,movie_0034,1,2023-07-13,0
175,movie_0176,Dream City,TV Series,Documentary,movie_0034,2008,39.0,TV-Y7,French,USA,4.4,movie_0034,movie_0034,10.0,116.0,1,2022-09-02,0
176,movie_0177,Fire Princess,Movie,Drama,movie_0034,2022,99.0,PG,Italian,USA,9.1,197326642.0,5829409.0,movie_0034,movie_0034,1,2024-09-21,0
177,movie_0178,Our Princess,TV Series,Animation,movie_0034,2002,55.0,G,English,South Korea,5.6,movie_0034,movie_0034,movie_0034,6.0,0,2023-11-30,0
178,movie_0179,Battle Empire,TV Series,Documentary,movie_0034,2014,41.0,TV-PG,Spanish,UK,0.8,movie_0034,movie_0034,6.0,20.0,1,2023-03-30,0
179,movie_0180,Story Queen,TV Series,Action,movie_0034,2010,26.0,G,English,USA,6.5,movie_0034,movie_0034,1,159.0,0,2020-11-18,0
180,movie_0181,Phoenix Hero,TV Series,Crime,movie_0034,2020,43.0,G,English,UK,7.4,movie_0034,movie_0034,4.0,134.0,0,2023-09-22,0
181,movie_0182,Mystery Adventure,Movie,Thriller,movie_0034,1990,125.0,TV-14,English,USA,5.7,5738797.0,1406285.0,movie_0034,movie_0034,0,2024-10-09,0
182,movie_0183,House Phoenix,TV Series,Music,Romance,1999,42.0,G,English,USA,movie_0034,movie_0034,movie_0034,14.0,85.0,1,2024-05-04,0
183,movie_0184,Legend House,Documentary,Documentary,movie_0034,2000,84.0,PG-13,English,USA,7.3,movie_0034,movie_0034,movie_0034,movie_0034,1,2021-06-26,0
184,movie_0185,King Ice,Documentary,History,movie_0034,2020,83.0,TV-G,English,USA,7.4,movie_0034,movie_0034,movie_0034,movie_0034,0,2023-04-29,0
185,movie_0186,Old House,TV Series,Comedy,movie_0034,1999,70.0,TV-G,English,USA,movie_0034,movie_0034,movie_0034,9.0,151.0,0,2024-03-08,1
186,movie_0187,First Journey,Documentary,Crime,movie_0034,2012,102.0,TV-Y,English,South Korea,8.2,movie_0034,movie_0034,movie_0034,movie_0034,0,2024-02-07,0
187,movie_0188,Our Hero,Movie,Comedy,movie_0034,1998,111.0,TV-PG,English,USA,9.3,6199801.0,15193445.0,movie_0034,movie_0034,0,2022-09-12,0
188,movie_0189,Family Mission,Movie,Documentary,movie_0034,1993,85.0,TV-MA,Japanese,USA,5.8,593000.0,99504513.0,movie_0034,movie_0034,0,2020-10-10,0
189,movie_0190,Princess Night,Documentary,Fantasy,movie_0034,2010,94.0,TV-MA,English,USA,6.0,movie_0034,movie_0034,movie_0034,movie_0034,1,2020-11-19,1
190,movie_0191,War Kingdom,Stand-up Comedy,Adventure,movie_0034,2006,36.0,G,English,USA,5.5,movie_0034,movie_0034,movie_0034,movie_0034,0,2022-07-12,0
191,movie_0192,Family Queen,Movie,Comedy,Horror,2021,127.0,PG,Korean,Canada,6.1,52114579.0,24037884.0,movie_0034,movie_0034,0,2020-09-10,0
192,movie_0193,Love Story,Movie,Animation,movie_0034,2002,53.0,TV-MA,English,India,4.3,5819919.0,20052531.0,movie_0034,movie_0034,1,2023-01-24,0
193,movie_0194,The Phoenix,Movie,Western,movie_0034,2016,153.0,PG,German,USA,5.9,7058434.0,11893984.0,movie_0034,movie_0034,0,2022-12-03,0
194,movie_0195,New Phoenix,Limited Series,Music,movie_0034,1996,18.0,NC-17,Korean,Canada,6.4,movie_0034,movie_0034,6.0,151.0,0,2022-06-15,0
195,movie_0196,Legend Mission,Movie,Mystery,movie_0034,2014,69.0,TV-Y,Korean,Japan,4.3,5542251.0,1949871.0,movie_0034,movie_0034,0,2022-10-21,0
196,movie_0197,Adventure War,Documentary,History,Biography,1998,78.0,TV-MA,French,South Korea,7.3,movie_0034,movie_0034,movie_0034,movie_0034,1,2021-10-04,0
197,movie_0198,Phoenix Family,TV Series,Sport,movie_0034,2007,48.0,TV-PG,Hindi,USA,4.9,movie_0034,movie_0034,6.0,141.0,1,2023-01-02,0
198,movie_0199,A Love,TV Series,Music,movie_0034,1992,23.0,TV-Y7,English,India,8.3,movie_0034,movie_0034,3.0,53.0,0,2020-08-30,0
199,movie_0200,Legend Secret,TV Series,Drama,movie_0034,2002,10.0,NC-17,English,USA,4.6,movie_0034,movie_0034,14.0,79.0,0,2024-10-15,0
200,movie_0201,Secret Battle,Movie,Adventure,movie_0034,2012,142.0,R,English,USA,5.6,573288.0,movie_0034,movie_0034,movie_0034,0,2022-05-27,1
201,movie_0202,City Empire,Stand-up Comedy,Horror,Adventure,1961,47.0,TV-14,Spanish,France,6.1,movie_0034,movie_0034,movie_0034,movie_0034,0,2020-11-30,0
202,movie_0203,First Journey,Documentary,Action,Family,2008,87.0,TV-PG,English,Canada,movie_0034,movie_0034,movie_0034,movie_0034,movie_0034,1,2023-01-19,0
203,movie_0204,My Quest,Movie,Action,movie_0034,1998,100.0,TV-14,English,UK,5.3,1055495.0,1732903.0,movie_0034,movie_0034,0,2023-04-24,1
204,movie_0205,Adventure Legend,TV Series,Drama,Adventure,2021,73.0,R,Japanese,USA,6.5,movie_0034,movie_0034,2.0,109.0,0,2020-11-18,0
205,movie_0206,Big Dragon,TV Series,Romance,movie_0034,2003,50.0,PG-13,English,Canada,6.0,movie_0034,movie_0034,9.0,97.0,0,2023-04-13,0
206,movie_0207,Family Ice,TV Series,Sport,Mystery,1992,34.0,R,English,USA,7.5,movie_0034,movie_0034,8.0,15.0,1,2020-08-02,1
207,movie_0208,The Story,Movie,Thriller,movie_0034,1993,109.0,R,Spanish,USA,7.4,5539041.0,movie_0034,movie_0034,movie_0034,1,2021-04-28,0
208,movie_0209,King Dragon,TV Series,History,movie_0034,2023,44.0,TV-G,English,USA,6.2,movie_0034,movie_0034,9.0,89.0,1,2022-06-16,1
209,movie_0210,Princess Kingdom,Movie,Sport,movie_0034,2018,83.0,TV-14,German,Canada,2.7,2206961.0,movie_0034,movie_0034,movie_0034,0,2022-02-15,0
210,movie_0211,Kingdom Princess,TV Series,Romance,movie_0034,1998,39.0,PG-13,Italian,USA,6.1,movie_0034,movie_0034,2.0,97.0,0,2022-04-12,0
211,movie_0212,Story King,Stand-up Comedy,War,movie_0034,2011,33.0,TV-Y,Hindi,UK,8.0,movie_0034,movie_0034,movie_0034,movie_0034,0,2022-12-08,0
212,movie_0213,Queen House,TV Series,Fantasy,movie_0034,2015,44.0,PG,English,Canada,7.9,movie_0034,movie_0034,10.0,115.0,1,2025-03-15,0
213,movie_0214,Last Dragon,Stand-up Comedy,Animation,Comedy,1966,47.0,TV-Y7,English,USA,4.3,movie_0034,movie_0034,movie_0034,movie_0034,0,2024-11-12,0
214,movie_0215,City Warrior,Movie,Western,movie_0034,2008,135.0,NC-17,English,USA,6.8,10268769.0,1769234.0,movie_0034,movie_0034,0,2024-02-24,0
215,movie_0216,Day City,Documentary,Action,movie_0034,1993,85.0,G,Spanish,South Korea,8.5,movie_0034,movie_0034,movie_0034,movie_0034,0,2024-03-02,0
216,movie_0217,Quest Secret,Movie,Drama,movie_0034,2008,93.0,TV-G,English,UK,6.9,1331293.0,136118745.0,movie_0034,movie_0034,0,2024-10-25,0
217,movie_0218,Journey Mission,Movie,Action,Documentary,1995,93.0,NC-17,English,India,6.2,8955476.0,5873907.0,movie_0034,movie_0034,0,2020-12-19,0
218,movie_0219,Bright Adventure,Movie,Comedy,movie_0034,2021,102.0,NC-17,English,Canada,7.1,1852812.0,323259.0,movie_0034,movie_0034,1,2025-03-09,0
219,movie_0220,An War,TV Series,Comedy,History,2009,47.0,TV-MA,French,Germany,8.1,movie_0034,movie_0034,9.0,40.0,0,2022-02-21,0
220,movie_0221,Empire Kingdom,Documentary,Crime,movie_0034,2016,46.0,TV-PG,English,USA,8.7,movie_0034,movie_0034,movie_0034,movie_0034,0,2021-06-25,0
221,movie_0222,Battle Phoenix,TV Series,Western,Drama,1994,329.0,TV-MA,Japanese,USA,movie_0034,movie_0034,movie_0034,11.0,153.0,0,2020-10-30,0
222,movie_0223,Story Phoenix,TV Series,History,movie_0034,2006,50.0,TV-G,Hindi,USA,6.3,movie_0034,movie_0034,movie_0034,156.0,0,2020-10-22,0
223,movie_0224,The Princess,TV Series,Drama,movie_0034,1994,62.0,R,German,USA,movie_0034,movie_0034,movie_0034,2.0,43.0,0,2021-05-12,0
224,movie_0225,Our Family,Movie,Adventure,Drama,1994,119.0,PG-13,Spanish,India,7.4,13813223.0,movie_0034,movie_0034,movie_0034,1,2023-05-16,0
225,movie_0226,A Dream,Stand-up Comedy,Western,movie_0034,1998,67.0,TV-MA,English,USA,5.7,movie_0034,movie_0034,movie_0034,movie_0034,0,2022-03-23,0
226,movie_0227,Last Storm,Stand-up Comedy,Family,movie_0034,2012,59.0,G,English,USA,6.8,movie_0034,movie_0034,movie_0034,movie_0034,0,2023-08-14,0
227,movie_0228,City Family,Movie,Family,movie_0034,2015,144.0,TV-G,Korean,UK,6.4,951503.0,8854233.0,movie_0034,movie_0034,0,2023-06-04,1
228,movie_0229,Last Secret,Movie,Drama,movie_0034,2003,115.0,PG-13,English,India,6.1,2856217.0,7370946.0,movie_0034,movie_0034,0,2024-03-04,0
229,movie_0230,Kingdom King,Movie,Biography,movie_0034,2005,491.0,TV-14,Spanish,USA,7.2,7047373.0,7555541.0,movie_0034,movie_0034,0,2021-06-04,0
230,movie_0231,Storm Quest,Limited Series,Mystery,movie_0034,2020,36.0,TV-Y,German,South Korea,7.5,movie_0034,movie_0034,10.0,88.0,0,2025-06-19,0
231,movie_0232,Kingdom War,TV Series,Sci-Fi,movie_0034,2023,38.0,R,English,USA,5.5,movie_0034,movie_0034,14.0,42.0,0,2023-12-01,0
232,movie_0233,Storm Ice,Movie,History,War,2020,131.0,PG,English,USA,7.1,movie_0034,5648567.0,movie_0034,movie_0034,0,2021-07-31,0
233,movie_0234,An Fire,TV Series,Horror,Music,1991,58.0,TV-Y7,Japanese,South Korea,8.5,movie_0034,movie_0034,movie_0034,178.0,0,2021-01-11,0
234,movie_0235,Empire Story,Limited Series,Crime,Action,2011,45.0,G,English,USA,3.7,movie_0034,movie_0034,10.0,18.0,0,2022-03-06,0
235,movie_0236,Queen Warrior,Stand-up Comedy,Action,Animation,2006,81.0,TV-14,English,Canada,movie_0034,movie_0034,movie_0034,movie_0034,movie_0034,0,2024-08-22,0
236,movie_0237,Legend Warrior,TV Series,Animation,movie_0034,2002,24.0,PG-13,English,Japan,movie_0034,movie_0034,movie_0034,8.0,82.0,0,2020-09-30,0
237,movie_0238,Bright Journey,TV Series,Adventure,movie_0034,2011,46.0,PG-13,Korean,USA,8.7,movie_0034,movie_0034,4.0,133.0,0,2022-02-03,0
238,movie_0239,Kingdom Dream,Documentary,Sci-Fi,Drama,2015,79.0,G,Italian,USA,5.7,movie_0034,movie_0034,movie_0034,movie_0034,0,2022-10-17,0
239,movie_0240,Last House,Movie,Drama,movie_0034,2022,152.0,NC-17,French,USA,movie_0034,movie_0034,38401267.0,movie_0034,movie_0034,0,2024-12-02,0
240,movie_0241,Dark Ice,TV Series,War,movie_0034,2003,13.0,TV-14,Japanese,USA,4.9,movie_0034,movie_0034,10.0,90.0,0,2022-06-22,0
241,movie_0242,Mission Storm,Documentary,Sci-Fi,movie_0034,2022,56.0,TV-14,English,USA,6.9,movie_0034,movie_0034,movie_0034,movie_0034,1,2021-06-16,0
242,movie_0243,New Quest,Movie,Comedy,movie_0034,1997,147.0,TV-MA,Italian,USA,6.9,1340534.0,7497976.0,movie_0034,movie_0034,1,2022-12-11,0
243,movie_0244,Little City,Movie,History,movie_0034,2005,563.0,TV-G,English,USA,5.0,2185872.0,141933150.0,movie_0034,movie_0034,0,2020-12-25,0
244,movie_0245,Night King,Movie,Mystery,Comedy,2010,81.0,TV-Y7,German,USA,5.5,movie_0034,movie_0034,movie_0034,movie_0034,0,2024-05-28,0
245,movie_0246,Empire Adventure,Documentary,Documentary,movie_0034,2001,71.0,NC-17,English,UK,1.2,movie_0034,movie_0034,movie_0034,movie_0034,0,2022-10-12,0
246,movie_0247,Bright Princess,Documentary,Documentary,movie_0034,2014,84.0,TV-PG,English,France,6.4,movie_0034,movie_0034,movie_0034,movie_0034,0,2022-07-16,1
247,movie_0248,Love Storm,TV Series,Mystery,movie_0034,2002,17.0,TV-PG,Spanish,Japan,7.0,movie_0034,movie_0034,3.0,39.0,0,2024-02-13,0
248,movie_0249,City Storm,Documentary,War,Action,2009,67.0,TV-14,Hindi,USA,6.5,movie_0034,movie_0034,movie_0034,movie_0034,0,2025-07-14,0
249,movie_0250,First Ice,Limited Series,Sci-Fi,Mystery,2002,21.0,G,English,USA,2.6,movie_0034,movie_0034,5.0,170.0,0,2024-07-24,1
250,movie_0251,Queen Mystery,Limited Series,Comedy,movie_0034,2013,0.0,TV-G,English,South Korea,movie_0034,movie_0034,movie_0034,2.0,24.0,0,2021-01-16,0
251,movie_0252,My Quest,Movie,Romance,movie_0034,1995,140.0,TV-14,Spanish,USA,6.2,135680978.0,164970469.0,movie_0034,movie_0034,0,2020-10-12,0
252,movie_0253,City Queen,Documentary,Fantasy,movie_0034,2013,99.0,TV-G,Spanish,USA,movie_0034,movie_0034,movie_0034,movie_0034,movie_0034,1,2020-11-04,1
253,movie_0254,Empire Mystery,TV Series,Drama,movie_0034,2024,38.0,TV-14,English,Japan,7.1,movie_0034,movie_0034,3.0,84.0,0,2021-09-19,0
254,movie_0255,Dark Legend,Movie,Animation,Sport,2024,127.0,R,Hindi,USA,3.4,247987.0,11671074.0,movie_0034,movie_0034,0,2023-02-21,1
255,movie_0256,Kingdom War,Stand-up Comedy,Thriller,movie_0034,2007,71.0,TV-14,English,USA,movie_0034,movie_0034,movie_0034,movie_0034,movie_0034,0,2025-03-07,1
256,movie_0257,Dragon King,Movie,History,movie_0034,2001,109.0,PG-13,English,Japan,6.6,3393573.0,40319055.0,movie_0034,movie_0034,1,2022-07-25,0
257,movie_0258,Adventure Love,Movie,Music,movie_0034,2009,161.0,TV-PG,English,USA,8.8,1206373.0,movie_0034,movie_0034,movie_0034,0,2021-10-29,0
258,movie_0259,Princess Warrior,Movie,Crime,movie_0034,2004,114.0,TV-Y7,English,Canada,6.9,702469.0,25878525.0,movie_0034,movie_0034,1,2022-02-03,0
259,movie_0260,Love Love,Stand-up Comedy,Action,movie_0034,2018,55.0,PG-13,French,USA,4.7,movie_0034,movie_0034,movie_0034,movie_0034,0,2023-04-29,0
260,movie_0261,Hero Dream,Movie,Biography,Crime,2013,88.0,G,Italian,USA,9.1,169741881.0,movie_0034,movie_0034,movie_0034,0,2025-04-11,1
261,movie_0262,House Secret,Movie,Sport,movie_0034,2020,127.0,TV-G,English,USA,4.8,movie_0034,5863373.0,movie_0034,movie_0034,0,2023-02-02,0
262,movie_0263,Big Ice,Movie,Music,Western,1994,93.0,TV-MA,Hindi,South Korea,movie_0034,3501146.0,1126300.0,movie_0034,movie_0034,1,2023-06-25,0
263,movie_0264,Our Queen,Movie,Biography,Drama,2013,121.0,PG,English,South Korea,8.4,8714072.0,35270961.0,movie_0034,movie_0034,0,2022-09-26,0
264,movie_0265,Warrior Fire,Movie,Western,movie_0034,1994,98.0,G,English,USA,4.5,21557530.0,6020161.0,movie_0034,movie_0034,0,2020-10-07,0
265,movie_0266,Ice Fire,TV Series,Romance,Family,2005,59.0,TV-MA,English,Germany,4.1,movie_0034,movie_0034,12.0,136.0,0,2025-05-31,0
266,movie_0267,Our War,Stand-up Comedy,Animation,movie_0034,2024,51.0,PG,Japanese,South Korea,8.3,movie_0034,movie_0034,movie_0034,movie_0034,0,2021-03-22,0
267,movie_0268,Quest Empire,Movie,Comedy,movie_0034,2022,120.0,G,English,Japan,6.7,11481343.0,727483.0,movie_0034,movie_0034,0,2025-01-20,0
268,movie_0269,Secret Mystery,Documentary,Drama,movie_0034,2012,74.0,PG-13,Italian,UK,9.8,movie_0034,movie_0034,movie_0034,movie_0034,0,2024-10-25,0
269,movie_0270,Secret Ice,Movie,Romance,movie_0034,2020,152.0,TV-G,English,UK,0.9,389524.0,492518.0,movie_0034,movie_0034,0,2022-11-01,1
270,movie_0271,Our Mission,TV Series,Music,War,2013,66.0,PG-13,French,Japan,7.3,movie_0034,movie_0034,1,78.0,1,2020-12-04,1
271,movie_0272,Day Fire,Movie,Family,movie_0034,2024,127.0,TV-Y,English,South Korea,6.9,4158763.0,214080071.0,movie_0034,movie_0034,0,2021-12-20,1
272,movie_0273,New Adventure,Stand-up Comedy,Adventure,movie_0034,2003,54.0,TV-Y7,Italian,UK,6.1,movie_0034,movie_0034,movie_0034,movie_0034,0,2024-09-09,0
273,movie_0274,Story Phoenix,Stand-up Comedy,Horror,movie_0034,1996,51.0,NC-17,Korean,USA,6.8,movie_0034,movie_0034,movie_0034,movie_0034,1,2024-11-11,0
274,movie_0275,Night City,Stand-up Comedy,Drama,movie_0034,2007,67.0,TV-MA,English,USA,6.6,movie_0034,movie_0034,movie_0034,movie_0034,0,2025-05-09,0
275,movie_0276,Dark Storm,TV Series,Family,movie_0034,1991,24.0,TV-Y,English,India,1.7,movie_0034,movie_0034,7.0,106.0,0,2022-02-23,0
276,movie_0277,An Empire,TV Series,Adventure,movie_0034,1991,25.0,PG,English,USA,4.9,movie_0034,movie_0034,12.0,183.0,1,2025-04-04,0
277,movie_0278,Dragon Storm,TV Series,Documentary,movie_0034,2023,63.0,TV-MA,Hindi,USA,6.6,movie_0034,movie_0034,9.0,50.0,0,2024-06-09,0
278,movie_0279,My Adventure,TV Series,War,Sport,2011,53.0,TV-Y,English,USA,6.6,movie_0034,movie_0034,13.0,77.0,0,2022-06-21,1
279,movie_0280,Legend Story,Movie,Mystery,movie_0034,1995,100.0,TV-14,Italian,USA,6.7,4869656.0,523538611.0,movie_0034,movie_0034,0,2020-09-23,0
280,movie_0281,House Phoenix,Movie,Crime,movie_0034,2017,115.0,PG,English,USA,6.5,movie_0034,394055.0,movie_0034,movie_0034,0,2022-07-21,0
281,movie_0282,Secret Ice,Movie,Comedy,Drama,1997,90.0,TV-Y,English,USA,4.2,2199222.0,32143697.0,movie_0034,movie_0034,0,2024-03-05,1
282,movie_0283,Big Mission,Movie,History,movie_0034,2009,118.0,TV-Y7,Spanish,UK,6.1,1107126.0,movie_0034,movie_0034,movie_0034,1,2024-04-22,1
283,movie_0284,King Dragon,Movie,Romance,Western,1990,112.0,TV-14,English,USA,6.8,3329576.0,45321.0,movie_0034,movie_0034,1,2021-05-15,0
284,movie_0285,Dragon Dragon,Documentary,Horror,movie_0034,2024,85.0,PG,English,South Korea,movie_0034,movie_0034,movie_0034,movie_0034,movie_0034,0,2023-10-13,0
285,movie_0286,First Queen,Stand-up Comedy,Thriller,movie_0034,1995,63.0,TV-Y7,Spanish,Germany,7.3,movie_0034,movie_0034,movie_0034,movie_0034,0,2022-10-03,1
286,movie_0287,The Adventure,TV Series,Animation,movie_0034,1995,76.0,TV-Y7,Japanese,USA,2.7,movie_0034,movie_0034,movie_0034,199.0,0,2021-12-24,0
287,movie_0288,Mystery Adventure,Stand-up Comedy,Music,Sci-Fi,2005,66.0,PG,German,USA,5.8,movie_0034,movie_0034,movie_0034,movie_0034,1,2021-02-24,0
288,movie_0289,Love City,TV Series,Action,Adventure,2007,57.0,NC-17,English,Canada,8.2,movie_0034,movie_0034,12.0,75.0,0,2021-05-14,1
289,movie_0290,Dark City,Documentary,Animation,War,1992,84.0,TV-MA,English,Germany,5.9,movie_0034,movie_0034,movie_0034,movie_0034,0,2023-03-16,0
290,movie_0291,Princess War,Stand-up Comedy,Romance,movie_0034,2002,58.0,TV-G,English,USA,7.6,movie_0034,movie_0034,movie_0034,movie_0034,0,2024-11-06,0
291,movie_0292,Family Princess,Movie,Adventure,movie_0034,2000,67.0,G,English,France,8.4,movie_0034,35807632.0,movie_0034,movie_0034,0,2023-05-17,0
292,movie_0293,Quest Adventure,Movie,Adventure,movie_0034,2009,85.0,NC-17,English,Canada,7.0,6918517.0,13786456.0,movie_0034,movie_0034,0,2025-01-30,0
293,movie_0294,King Kingdom,Movie,Horror,Western,1999,118.0,TV-MA,English,Canada,8.5,3103842.0,1012901.0,movie_0034,movie_0034,0,2025-05-01,0
294,movie_0295,Little Dragon,TV Series,Fantasy,History,2011,50.0,G,English,USA,5.2,movie_0034,movie_0034,2.0,27.0,0,2020-11-06,0
295,movie_0296,Ice Mystery,Movie,Documentary,movie_0034,2011,102.0,PG,French,USA,7.5,2650811.0,movie_0034,movie_0034,movie_0034,0,2024-11-01,0
296,movie_0297,Secret Mission,Documentary,Thriller,movie_0034,1995,99.0,NC-17,English,USA,4.8,movie_0034,movie_0034,movie_0034,movie_0034,0,2022-11-02,0
297,movie_0298,City Dream,Movie,Adventure,movie_0034,2014,121.0,PG-13,Korean,USA,6.9,2411775.0,4770765.0,movie_0034,movie_0034,1,2021-02-08,0
298,movie_0299,Quest Mystery,TV Series,Biography,movie_0034,1986,36.0,R,French,Japan,7.4,movie_0034,movie_0034,3.0,54.0,1,2022-12-15,1
299,movie_0300,House War,Movie,Sci-Fi,movie_0034,2024,155.0,NC-17,English,USA,6.9,movie_0034,movie_0034,movie_0034,movie_0034,0,2021-02-25,0
300,movie_0301,Fire Battle,Movie,Horror,movie_0034,1991,108.0,TV-Y7,Japanese,USA,5.6,902788.0,27378941.0,movie_0034,movie_0034,0,2024-11-20,0
301,movie_0302,Bright Battle,Movie,Drama,movie_0034,1997,105.0,TV-MA,English,USA,movie_0034,5521994.0,movie_0034,movie_0034,movie_0034,0,2021-09-06,0
302,movie_0303,Quest Princess,Movie,History,Western,1990,132.0,TV-Y,Japanese,USA,6.3,27892159.0,12209704.0,movie_0034,movie_0034,0,2022-04-28,1
303,movie_0304,Dragon Warrior,Movie,History,Horror,2011,122.0,NC-17,Hindi,USA,6.3,13039164.0,51016239.0,movie_0034,movie_0034,1,2023-06-05,0
304,movie_0305,Legend House,Movie,Adventure,Fantasy,1984,113.0,TV-MA,English,Japan,movie_0034,movie_0034,53455628.0,movie_0034,movie_0034,1,2021-06-14,0
305,movie_0306,Warrior House,TV Series,Comedy,movie_0034,2009,45.0,G,English,UK,movie_0034,movie_0034,movie_0034,1,83.0,0,2021-10-02,0
306,movie_0307,Dark Ice,Stand-up Comedy,Crime,movie_0034,2023,48.0,TV-Y,Italian,India,10.0,movie_0034,movie_0034,movie_0034,movie_0034,0,2024-03-02,0
307,movie_0308,Old Dragon,Documentary,Western,movie_0034,2010,86.0,PG-13,Korean,Canada,3.2,movie_0034,movie_0034,movie_0034,movie_0034,0,2023-10-30,0
308,movie_0309,War Legend,Movie,Sci-Fi,movie_0034,2006,151.0,TV-PG,English,USA,7.3,809242.0,69363028.0,movie_0034,movie_0034,0,2023-11-03,1
309,movie_0310,Legend Ice,Limited Series,Family,War,2003,32.0,R,English,USA,6.3,movie_0034,movie_0034,14.0,86.0,0,2021-01-24,0
310,movie_0311,War Empire,Stand-up Comedy,Adventure,movie_0034,1993,72.0,TV-MA,English,USA,3.9,movie_0034,movie_0034,movie_0034,movie_0034,1,2023-01-16,0
311,movie_0312,King Legend,TV Series,Romance,movie_0034,2019,64.0,PG,English,UK,7.4,movie_0034,movie_0034,movie_0034,192.0,1,2022-11-24,1
312,movie_0313,Quest Love,TV Series,Adventure,War,2004,9.0,NC-17,English,Canada,0.5,movie_0034,movie_0034,movie_0034,124.0,0,2023-10-24,0
313,movie_0314,Adventure Princess,Movie,Sci-Fi,movie_0034,2023,113.0,PG,English,India,movie_0034,4061469.0,9300295.0,movie_0034,movie_0034,0,2024-11-01,0
314,movie_0315,Big Hero,Stand-up Comedy,Mystery,Fantasy,1997,51.0,R,English,Canada,7.9,movie_0034,movie_0034,movie_0034,movie_0034,1,2021-02-05,0
315,movie_0316,Mystery Kingdom,Movie,History,movie_0034,2018,119.0,NC-17,Hindi,USA,6.8,movie_0034,movie_0034,movie_0034,movie_0034,0,2024-03-25,0
316,movie_0317,Mystery Love,Movie,Drama,movie_0034,1996,87.0,TV-Y,French,South Korea,8.6,movie_0034,544577.0,movie_0034,movie_0034,1,2025-03-25,1
317,movie_0318,Mission Day,Movie,Crime,movie_0034,1994,117.0,TV-Y,English,USA,5.5,1807059.0,57074574.0,movie_0034,movie_0034,0,2021-05-12,0
318,movie_0319,My Journey,Movie,Crime,movie_0034,1990,121.0,TV-Y7,Japanese,South Korea,5.3,movie_0034,5454814.0,movie_0034,movie_0034,1,2021-04-06,1
319,movie_0320,Fire Queen,Movie,Documentary,movie_0034,1991,101.0,R,English,USA,5.3,9012419.0,movie_0034,movie_0034,movie_0034,0,2021-08-02,0
320,movie_0321,First Family,Stand-up Comedy,Comedy,movie_0034,2014,534.0,TV-MA,English,Germany,movie_0034,movie_0034,movie_0034,movie_0034,movie_0034,0,2024-03-24,1
321,movie_0322,Day Night,Movie,Western,movie_0034,2015,109.0,PG,Spanish,USA,6.2,18695365.0,255722052.0,movie_0034,movie_0034,1,2022-07-30,0
322,movie_0323,Little City,Movie,Adventure,Mystery,2011,145.0,NC-17,English,Canada,4.4,183679.0,150842229.0,movie_0034,movie_0034,0,2022-11-09,1
323,movie_0324,Phoenix Dragon,Documentary,Fantasy,movie_0034,1994,66.0,PG,English,Canada,6.9,movie_0034,movie_0034,movie_0034,movie_0034,0,2021-01-02,1
324,movie_0325,Dream Family,Stand-up Comedy,Sport,movie_0034,2011,64.0,TV-14,Hindi,Canada,4.8,movie_0034,movie_0034,movie_0034,movie_0034,0,2025-07-31,0
